file_id	group_filename	decade	ver1	ver2	ver3	ver4	ver5	ver6	ver7	ver8	vis1	vis2	vis3	vis4	vis5	vis6	vis7	vis8
t000203	1960/tv_com_1960_116.txt	1960	5	0	2	2	1	3	0	1	7	3	3	5	4	3	8	1
t000204	1960/tv_com_1960_117.txt	1960	2	-1	0	-1	0	0	0	-1	2	1	6	1	2	1	5	1
t000205	1960/tv_com_1960_118.txt	1960	2	0	0	-1	1	2	1	1	4	1	3	6	-1	-1	7	2
t000206	1960/tv_com_1960_119.txt	1960	3	2	1	-1	0	0	1	-2	1	0	4	0	0	0	1	0
t000207	1970/tv_com_1970_2.txt	1970	0	0	0	0	1	-1	0	0	1	2	1	2	9	3	0	0
t000208	1970/tv_com_1970_3.txt	1970	1	0	0	0	0	1	0	0	-1	2	1	2	4	2	7	0
t000209	1970/tv_com_1970_4.txt	1970	1	1	0	0	0	0	-1	1	3	5	6	-2	7	1	4	-1
t000210	1970/tv_com_1970_5.txt	1970	4	0	1	0	2	1	0	0	20	0	0	-1	8	0	11	0
t000211	1970/tv_com_1970_6.txt	1970	2	0	-1	0	1	0	0	-1	2	1	0	3	0	0	6	0
t000212	1970/tv_com_1970_7.txt	1970	0	1	1	0	0	1	0	0	5	1	4	2	9	0	7	0
t000213	1970/tv_com_1970_8.txt	1970	1	0	1	0	1	-1	0	0	0	-1	3	2	2	0	7	0
t000214	1970/tv_com_1970_9.txt	1970	4	1	0	-1	0	0	0	-1	3	1	2	-1	3	3	4	0
t000215	1970/tv_com_1970_10.txt	1970	2	0	0	0	0	0	-1	0	8	1	3	3	3	1	8	0
t000216	1970/tv_com_1970_11.txt	1970	3	2	2	0	0	-1	0	0	14	-1	9	2	0	0	2	2
t000217	1970/tv_com_1970_12.txt	1970	2	2	0	-1	1	1	0	0	-1	2	2	2	0	1	3	0
t000218	1970/tv_com_1970_13.txt	1970	1	0	0	0	0	0	0	0	2	3	3	5	2	-1	9	0
t000219	1970/tv_com_1970_14.txt	1970	3	0	1	-1	-1	0	-2	0	1	2	0	4	2	1	2	0
t000220	1970/tv_com_1970_15.txt	1970	2	0	0	-1	0	0	0	0	2	3	4	1	5	1	3	0
t000221	1970/tv_com_1970_16.txt	1970	1	0	0	1	0	0	0	0	-1	3	2	1	3	-2	8	0
t000222	1970/tv_com_1970_17.txt	1970	2	0	1	0	0	2	1	0	10	-1	1	5	2	0	3	0
t000223	1970/tv_com_1970_18.txt	1970	1	0	0	0	0	-1	1	-1	17	5	2	3	2	1	8	0
t000224	1970/tv_com_1970_19.txt	1970	1	1	1	0	1	0	0	1	6	0	2	0	0	-1	1	2
t000225	1970/tv_com_1970_20.txt	1970	0	0	0	0	0	0	0	0	2	1	6	3	1	0	9	0
t000226	1970/tv_com_1970_21.txt	1970	0	-2	0	0	-1	0	1	0	3	2	2	2	3	2	7	0
t000227	1970/tv_com_1970_22.txt	1970	2	0	0	0	-1	-2	0	0	1	1	3	0	4	0	5	2
t000228	1970/tv_com_1970_23.txt	1970	0	0	0	-1	0	0	0	0	0	1	2	1	1	4	5	0
t000229	1970/tv_com_1970_24.txt	1970	1	-1	0	0	0	0	0	0	6	4	2	5	6	1	9	0
t000230	1970/tv_com_1970_25.txt	1970	1	0	0	0	2	0	0	0	6	0	0	0	5	0	7	0
t000231	1970/tv_com_1970_26.txt	1970	2	0	0	-2	-1	2	1	0	0	1	1	1	2	0	9	0
t000232	1970/tv_com_1970_27.txt	1970	0	0	0	-1	0	-2	0	0	0	-1	2	3	4	1	1	1
t000233	1970/tv_com_1970_28.txt	1970	3	0	3	0	-1	0	1	0	9	-1	5	0	1	0	3	0
t000234	1970/tv_com_1970_30.txt	1970	2	0	0	0	0	1	0	2	5	4	2	4	2	2	9	0
t000235	1970/tv_com_1970_31.txt	1970	4	0	3	0	0	0	0	0	12	0	2	1	1	1	2	0
t000236	1970/tv_com_1970_32.txt	1970	2	0	1	0	0	-1	-1	-1	7	0	2	1	0	0	4	0
t000237	1970/tv_com_1970_33.txt	1970	1	0	1	0	0	-1	0	0	0	0	1	1	0	2	2	1
t000238	1970/tv_com_1970_34.txt	1970	2	0	0	0	0	0	0	0	1	4	2	1	3	0	7	-1
t000239	1970/tv_com_1970_35.txt	1970	0	0	0	-2	0	1	0	0	4	2	-1	5	2	0	3	0
t000240	1970/tv_com_1970_36.txt	1970	3	-1	0	0	0	0	1	1	2	1	1	0	3	8	0	0
t000241	1970/tv_com_1970_37.txt	1970	1	0	0	0	0	0	1	0	8	1	6	2	0	0	10	-1
t000242	1970/tv_com_1970_38.txt	1970	2	2	0	-1	0	-1	-1	0	2	3	1	2	0	2	6	0
t000243	1970/tv_com_1970_39.txt	1970	2	-1	0	0	2	-1	0	1	1	7	1	-1	5	0	4	0
t000244	1970/tv_com_1970_41.txt	1970	2	0	1	1	1	0	0	0	16	-1	-1	-1	2	0	4	0
t000245	1970/tv_com_1970_42.txt	1970	3	-2	0	1	0	0	1	0	0	2	1	-1	7	2	5	1
t000246	1970/tv_com_1970_43.txt	1970	1	-1	0	-3	2	0	0	1	7	3	3	5	5	1	10	0
t000247	1970/tv_com_1970_44.txt	1970	3	0	1	0	0	0	0	1	3	-4	0	0	6	0	5	0
t000248	1970/tv_com_1970_45.txt	1970	3	-1	0	0	-1	-2	2	0	6	1	-1	-1	8	1	4	1
t000249	1970/tv_com_1970_46.txt	1970	-2	0	4	0	0	0	0	0	15	3	4	4	9	0	13	2
t000250	1970/tv_com_1970_47.txt	1970	4	0	0	0	0	0	0	1	1	6	1	2	3	1	6	3
t000251	1970/tv_com_1970_48.txt	1970	2	0	2	-1	0	1	1	0	5	1	2	2	7	-1	5	0
t000252	1970/tv_com_1970_49.txt	1970	0	0	0	0	-1	0	0	0	0	0	2	-1	1	0	3	0
t000253	1970/tv_com_1970_50.txt	1970	1	0	1	0	-1	0	1	1	8	0	1	1	1	0	2	1
t000254	1970/tv_com_1970_51.txt	1970	1	-1	0	0	-1	-1	-1	-1	13	-2	4	6	2	0	2	0
t000255	1970/tv_com_1970_52.txt	1970	3	0	-1	0	0	-1	0	0	6	-1	2	8	3	0	3	0
t000256	1970/tv_com_1970_53.txt	1970	3	-2	0	0	0	0	0	1	1	0	2	4	3	-1	7	0
t000257	1970/tv_com_1970_54.txt	1970	-2	0	4	1	-2	1	0	0	3	-2	4	0	0	0	4	0
t000258	1970/tv_com_1970_55.txt	1970	2	-1	0	0	0	2	0	0	1	0	2	1	1	2	5	0
t000259	1970/tv_com_1970_56.txt	1970	1	0	0	1	-1	0	2	0	2	5	5	1	6	0	6	0
t000260	1970/tv_com_1970_57.txt	1970	0	0	0	0	0	0	0	0	3	1	1	0	0	5	3	1
t000261	1970/tv_com_1970_58.txt	1970	0	2	0	-1	-1	0	0	4	0	2	1	1	1	2	4	1
t000262	1970/tv_com_1970_59.txt	1970	4	-1	0	0	0	0	0	0	2	1	5	-1	6	3	3	0
t000263	1970/tv_com_1970_60.txt	1970	5	0	-1	1	0	0	0	0	6	0	4	7	3	0	3	0
t000264	1970/tv_com_1970_62.txt	1970	2	0	1	0	0	2	1	-1	5	-1	2	3	10	1	4	2
t000265	1970/tv_com_1970_63.txt	1970	1	0	2	0	0	-1	0	0	16	0	6	0	4	2	3	-1
t000266	1970/tv_com_1970_64.txt	1970	2	0	0	0	-1	-2	0	1	1	0	2	-1	0	0	4	0
t000267	1970/tv_com_1970_65.txt	1970	3	-1	0	0	0	-2	0	0	-1	0	0	2	0	1	3	0
t000268	1970/tv_com_1970_66.txt	1970	4	0	0	0	0	0	0	1	6	0	0	1	0	1	6	0
t000269	1970/tv_com_1970_67.txt	1970	4	-1	0	-1	1	1	0	2	-1	0	3	3	-1	3	6	0
t000270	1970/tv_com_1970_68.txt	1970	2	0	0	0	0	0	1	1	8	3	2	8	7	0	8	0
t000271	1970/tv_com_1970_69.txt	1970	1	1	0	0	1	-1	0	1	0	-1	3	4	2	2	6	2
t000272	1970/tv_com_1970_70.txt	1970	3	0	0	-1	0	-1	-2	0	2	2	4	1	10	0	4	0
t000273	1970/tv_com_1970_71.txt	1970	2	-1	0	-1	-3	-1	0	0	5	1	0	4	1	3	2	0
t000274	1970/tv_com_1970_72.txt	1970	1	0	0	0	-1	0	1	0	0	-1	0	1	6	0	5	0
t000275	1970/tv_com_1970_73.txt	1970	0	2	0	0	0	0	0	0	2	2	9	-1	3	0	4	0
t000276	1970/tv_com_1970_74.txt	1970	0	0	0	1	0	0	0	-1	3	3	3	-1	5	3	4	0
t000277	1970/tv_com_1970_75.txt	1970	4	0	0	-1	0	1	0	0	0	1	4	6	6	3	7	1
t000278	1970/tv_com_1970_76.txt	1970	2	1	1	0	1	1	0	1	3	3	12	4	1	0	6	2
t000279	1970/tv_com_1970_77.txt	1970	4	1	1	0	0	0	0	-1	1	2	0	0	3	0	5	0
t000280	1970/tv_com_1970_78.txt	1970	1	0	0	0	-1	0	0	0	10	2	6	0	1	1	1	1
t000281	1970/tv_com_1970_79.txt	1970	3	0	-1	0	0	-4	0	2	7	1	2	2	2	0	6	0
t000282	1970/tv_com_1970_80.txt	1970	0	1	0	0	1	0	0	0	0	0	0	1	0	0	5	3
t000283	1970/tv_com_1970_81.txt	1970	5	-1	0	0	0	-2	1	-1	2	1	2	7	12	-1	5	1
t000284	1970/tv_com_1970_83.txt	1970	2	0	2	0	0	2	0	-1	5	3	1	2	16	2	2	-1
t000285	1970/tv_com_1970_84.txt	1970	2	-2	0	-1	1	-1	0	0	5	1	0	0	2	8	0	0
t000286	1970/tv_com_1970_85.txt	1970	6	0	3	1	0	0	1	0	6	1	-1	3	0	0	4	0
t000287	1970/tv_com_1970_86.txt	1970	3	-1	2	0	0	-1	0	0	13	0	-1	2	9	-1	5	0
t000288	1970/tv_com_1970_87.txt	1970	2	0	0	0	0	0	0	0	0	-2	8	3	2	5	-2	0
t000289	1970/tv_com_1970_88.txt	1970	1	0	0	0	0	1	0	0	0	0	3	0	2	0	5	0
t000290	1970/tv_com_1970_90.txt	1970	3	-1	-1	-1	-1	0	0	1	1	-1	9	2	5	2	7	0
t000291	1970/tv_com_1970_92.txt	1970	2	0	0	0	-1	0	1	0	1	2	1	0	6	0	7	0
t000292	1970/tv_com_1970_93.txt	1970	2	1	0	0	0	-1	2	-1	1	7	0	-1	7	0	4	0
t000293	1970/tv_com_1970_94.txt	1970	1	2	0	0	0	0	0	0	3	3	10	0	0	0	8	-1
t000294	1970/tv_com_1970_95.txt	1970	1	0	1	-2	-1	0	0	1	1	3	2	0	0	0	3	0
t000295	1970/tv_com_1970_96.txt	1970	3	-2	-2	1	-1	-4	0	0	6	2	4	2	10	8	4	1
t000296	1970/tv_com_1970_97.txt	1970	4	0	0	1	0	2	0	-1	0	0	0	3	7	5	2	1
t000297	1970/tv_com_1970_98.txt	1970	3	-1	0	0	1	2	0	0	13	5	0	-1	4	7	-2	-1
t000298	1970/tv_com_1970_99.txt	1970	1	-1	0	1	-1	0	1	0	0	1	0	0	0	6	2	0
t000299	1970/tv_com_1970_104.txt	1970	3	1	0	0	0	0	2	0	5	0	1	0	14	0	4	-3
t000300	1970/tv_com_1970_108.txt	1970	4	-1	1	0	0	0	0	0	8	1	5	1	0	0	5	-1
t000301	1970/tv_com_1970_109.txt	1970	1	0	1	0	-1	-2	0	-1	-1	0	1	1	0	0	4	0
t000302	1970/tv_com_1970_113.txt	1970	3	0	0	1	0	0	0	-2	1	3	2	-2	3	0	1	0
t000303	1970/tv_com_1970_114.txt	1970	4	0	1	3	-1	-1	1	1	2	5	3	-2	8	0	2	-1
t000304	1970/tv_com_1970_115.txt	1970	1	1	1	1	0	0	1	0	1	2	0	1	1	0	2	1
t000305	1970/tv_com_1970_116.txt	1970	1	1	0	0	0	-3	0	0	2	6	5	-6	4	2	4	0
t000306	1970/tv_com_1970_117.txt	1970	2	-1	1	0	-2	0	3	-1	2	2	3	1	4	1	6	0
t000307	1970/tv_com_1970_118.txt	1970	2	-1	0	0	0	0	0	1	4	0	2	1	3	1	3	1
t000308	1970/tv_com_1970_119.txt	1970	3	0	1	1	0	0	0	1	1	2	5	4	4	1	11	0
t000309	1970/tv_com_1970_120.txt	1970	4	-1	0	0	0	0	1	0	2	1	-1	1	1	0	3	0
t000310	1980/tv_com_1980_1.txt	1980	2	0	1	0	0	0	0	0	0	0	3	0	0	1	2	0
t000311	1980/tv_com_1980_2.txt	1980	1	-1	0	0	0	0	0	0	-1	1	1	2	1	0	1	-1
t000312	1980/tv_com_1980_3.txt	1980	1	0	0	-1	-1	0	0	0	3	0	1	3	3	0	1	0
t000313	1980/tv_com_1980_4.txt	1980	-1	1	1	0	0	0	0	0	1	0	2	1	0	0	0	0
t000314	1980/tv_com_1980_5.txt	1980	1	0	3	0	0	0	0	0	4	3	6	8	5	3	-2	4
t000315	1980/tv_com_1980_6.txt	1980	1	0	0	1	-1	1	0	0	1	0	7	1	2	3	1	0
t000316	1980/tv_com_1980_7.txt	1980	3	-1	0	0	0	2	0	2	1	2	1	1	6	3	1	1
t000317	1980/tv_com_1980_8.txt	1980	4	0	1	-1	0	1	-1	1	2	1	0	0	2	0	6	0
t000318	1980/tv_com_1980_9.txt	1980	1	-2	0	0	1	0	0	0	2	-1	0	1	1	0	0	0
t000319	1980/tv_com_1980_10.txt	1980	0	0	1	-1	0	3	0	0	2	2	0	5	5	1	4	0
t000320	1980/tv_com_1980_11.txt	1980	2	0	0	1	0	0	1	1	5	6	1	3	11	1	1	0
t000321	1980/tv_com_1980_12.txt	1980	1	0	0	-1	0	0	0	0	1	0	1	0	4	2	2	0
t000322	1980/tv_com_1980_13.txt	1980	4	0	0	0	0	1	0	0	3	0	1	4	3	0	4	0
t000323	1980/tv_com_1980_14.txt	1980	3	-1	0	-1	-1	3	0	1	0	2	2	4	3	0	2	3
t000324	1980/tv_com_1980_15.txt	1980	0	-1	0	0	0	2	0	1	1	4	1	3	1	1	4	0
t000325	1980/tv_com_1980_16.txt	1980	0	0	0	-1	0	1	0	0	0	0	1	1	1	0	1	0
t000326	1980/tv_com_1980_17.txt	1980	1	0	0	-1	0	-1	0	0	9	1	9	5	3	4	2	0
t000327	1980/tv_com_1980_18.txt	1980	1	0	0	0	0	1	0	0	0	1	3	1	0	0	2	0
t000328	1980/tv_com_1980_19.txt	1980	1	0	0	0	0	1	0	1	1	3	1	0	2	-1	4	0
t000329	1980/tv_com_1980_22.txt	1980	0	-1	0	0	0	1	0	0	1	-1	3	0	4	2	5	0
t000330	1980/tv_com_1980_23.txt	1980	1	-1	0	1	-1	3	0	0	1	3	3	2	1	3	3	1
t000331	1980/tv_com_1980_24.txt	1980	2	-1	0	1	0	1	0	0	1	3	3	0	0	3	3	0
t000332	1980/tv_com_1980_25.txt	1980	3	0	1	0	0	0	0	0	-1	0	5	1	5	0	4	2
t000333	1980/tv_com_1980_26.txt	1980	2	1	0	0	-1	1	0	2	1	0	0	6	2	1	1	0
t000334	1980/tv_com_1980_27.txt	1980	3	-1	0	0	-1	0	0	0	4	2	5	4	11	5	5	0
t000335	1980/tv_com_1980_28.txt	1980	3	-2	-1	-1	0	0	0	-1	0	2	1	0	0	3	3	1
t000336	1980/tv_com_1980_29.txt	1980	1	-1	0	-1	0	1	2	0	1	2	5	2	5	4	9	0
t000337	1980/tv_com_1980_30.txt	1980	0	-1	0	-1	-2	1	0	0	5	2	1	6	4	5	4	0
t000338	1980/tv_com_1980_31.txt	1980	3	-2	0	0	-1	1	0	-1	0	2	3	3	3	1	1	0
t000339	1980/tv_com_1980_33.txt	1980	2	-1	0	0	0	0	1	0	2	0	2	1	4	3	4	0
t000340	1980/tv_com_1980_34.txt	1980	2	0	0	0	-1	-1	-1	0	1	3	0	2	4	6	5	1
t000341	1980/tv_com_1980_35.txt	1980	2	0	1	-1	0	0	1	0	0	0	2	3	1	-1	3	0
t000342	1980/tv_com_1980_36.txt	1980	3	0	1	0	-1	0	0	-1	1	2	2	0	0	-1	2	2
t000343	1980/tv_com_1980_38.txt	1980	4	-1	0	1	0	3	0	0	10	3	3	6	2	1	2	1
t000344	1980/tv_com_1980_39.txt	1980	1	-1	0	0	-1	3	2	-1	0	0	1	1	1	0	0	0
t000345	1980/tv_com_1980_40.txt	1980	1	0	0	0	1	-1	0	0	4	0	0	2	1	0	2	0
t000346	1980/tv_com_1980_41.txt	1980	-1	0	1	0	-1	-1	0	0	15	1	3	-1	1	1	-1	0
t000347	1980/tv_com_1980_43.txt	1980	3	0	0	0	0	0	1	0	15	3	3	0	6	2	1	-1
t000348	1980/tv_com_1980_44.txt	1980	1	0	1	1	1	-2	0	0	19	1	5	1	2	0	4	1
t000349	1980/tv_com_1980_45.txt	1980	2	0	0	0	-1	0	0	0	17	0	0	3	3	1	-1	-1
t000350	1980/tv_com_1980_46.txt	1980	5	0	-1	0	0	0	0	1	9	3	1	0	1	0	-1	1
t000351	1980/tv_com_1980_48.txt	1980	-2	1	0	0	1	0	0	0	5	2	0	8	2	0	1	0
t000352	1980/tv_com_1980_49.txt	1980	1	0	0	0	-3	-1	0	0	15	5	5	6	15	1	5	-3
t000353	1980/tv_com_1980_50.txt	1980	4	0	1	0	0	-1	-1	0	7	-1	2	2	5	-2	1	-1
t000354	1980/tv_com_1980_51.txt	1980	-1	1	1	1	1	0	1	0	2	1	4	0	0	0	1	0
t000355	1980/tv_com_1980_52.txt	1980	3	0	2	0	0	0	1	0	0	1	0	0	2	0	4	0
t000356	1980/tv_com_1980_53.txt	1980	2	0	1	0	-3	0	-1	1	16	4	0	1	9	3	-1	1
t000357	1980/tv_com_1980_54.txt	1980	0	-1	2	0	0	0	0	0	11	1	2	-1	10	5	1	-1
t000358	1980/tv_com_1980_55.txt	1980	0	0	0	0	0	-1	0	0	6	-2	3	13	2	1	4	3
t000359	1980/tv_com_1980_56.txt	1980	4	-1	1	0	0	-2	0	0	2	0	0	0	2	2	-1	0
t000360	1980/tv_com_1980_58.txt	1980	2	-1	4	0	0	-1	0	0	3	0	0	0	1	-1	4	0
t000361	1980/tv_com_1980_59.txt	1980	1	-1	1	0	0	-1	0	-1	14	-2	5	4	2	-1	5	0
t000362	1980/tv_com_1980_63.txt	1980	1	1	1	0	0	-1	0	0	3	10	8	-1	3	0	11	1
t000363	1980/tv_com_1980_64.txt	1980	-2	0	0	1	0	0	0	0	1	4	0	-1	7	2	-1	0
t000364	1980/tv_com_1980_65.txt	1980	3	0	0	1	0	0	0	0	0	1	-1	0	1	0	3	0
t000365	1980/tv_com_1980_66.txt	1980	5	-1	0	1	0	0	0	0	4	11	4	1	7	2	7	0
t000366	1980/tv_com_1980_67.txt	1980	1	2	0	0	0	0	0	0	-1	3	0	-3	1	0	3	0
t000367	1980/tv_com_1980_68.txt	1980	2	2	1	0	0	0	0	0	3	4	9	-2	7	-2	5	0
t000368	1980/tv_com_1980_70.txt	1980	-1	0	0	-1	0	0	1	0	5	8	9	-1	1	1	4	0
t000369	1980/tv_com_1980_71.txt	1980	0	4	0	0	-1	0	0	0	6	4	16	3	6	1	4	2
t000370	1980/tv_com_1980_72.txt	1980	0	1	0	0	0	-1	0	1	5	7	3	-4	10	2	3	0
t000371	1980/tv_com_1980_73.txt	1980	1	2	1	0	0	0	0	0	0	2	5	1	0	0	1	0
t000372	1980/tv_com_1980_74.txt	1980	1	1	0	0	0	0	0	0	0	6	3	-5	5	3	6	0
t000373	1980/tv_com_1980_75.txt	1980	0	0	0	1	0	0	0	0	0	2	3	0	1	0	2	0
t000374	1980/tv_com_1980_76.txt	1980	1	-1	0	0	0	0	0	1	3	8	9	0	1	0	2	0
t000375	1980/tv_com_1980_77.txt	1980	-1	2	0	0	-1	-1	0	1	1	4	3	3	6	-1	1	0
t000376	1980/tv_com_1980_78.txt	1980	0	2	0	0	0	0	0	0	2	8	6	-3	9	0	6	1
t000377	1980/tv_com_1980_79.txt	1980	0	0	0	0	0	-1	0	0	0	2	4	2	3	0	2	-1
t000378	1980/tv_com_1980_80.txt	1980	3	1	2	1	0	0	1	2	0	0	1	3	1	0	3	0
t000379	1980/tv_com_1980_81.txt	1980	4	0	0	0	0	-3	0	0	3	0	6	6	3	0	2	-1
t000380	1980/tv_com_1980_82.txt	1980	1	0	0	-1	-1	0	0	0	4	2	6	1	7	0	2	1
t000381	1980/tv_com_1980_84.txt	1980	3	0	1	0	-1	0	0	-1	0	2	0	-2	0	-1	1	0
t000382	1980/tv_com_1980_85.txt	1980	3	0	0	1	0	0	0	0	9	2	4	4	8	2	2	0
t000383	1980/tv_com_1980_86.txt	1980	0	0	0	0	0	0	0	1	15	0	3	0	5	1	3	0
t000384	1980/tv_com_1980_87.txt	1980	3	0	0	0	0	0	0	0	6	1	7	0	2	2	2	0
t000385	1980/tv_com_1980_89.txt	1980	3	-2	0	0	0	-1	1	0	4	-1	4	1	1	2	8	0
t000386	1980/tv_com_1980_90.txt	1980	2	-2	1	1	-1	0	0	1	0	1	4	0	0	1	3	0
t000387	1980/tv_com_1980_91.txt	1980	2	0	0	0	1	-1	0	1	2	1	2	-4	0	1	2	0
t000388	1980/tv_com_1980_92.txt	1980	0	0	0	0	0	0	0	0	9	4	3	-2	11	1	2	-1
t000389	1980/tv_com_1980_93.txt	1980	2	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0
t000390	1980/tv_com_1980_94.txt	1980	0	0	0	0	0	0	0	0	1	1	3	1	6	-1	5	0
t000391	1980/tv_com_1980_95.txt	1980	2	0	1	0	0	1	1	1	1	2	-1	2	0	1	4	0
t000392	1980/tv_com_1980_96.txt	1980	3	0	0	-1	0	0	1	0	0	3	3	2	2	0	3	0
t000393	1980/tv_com_1980_97.txt	1980	1	0	1	1	-1	0	0	1	0	-1	1	1	0	0	2	1
t000394	1980/tv_com_1980_98.txt	1980	2	0	1	-1	0	0	0	0	9	-2	9	5	7	0	6	2
t000395	1980/tv_com_1980_99.txt	1980	0	0	0	-2	0	0	0	-1	4	4	1	2	10	2	6	0
t000396	1980/tv_com_1980_100.txt	1980	6	0	0	-1	0	-1	0	0	0	2	1	2	3	1	3	0
t000397	1980/tv_com_1980_101.txt	1980	5	0	0	-1	0	-1	0	0	2	0	2	5	2	1	5	1
t000398	1980/tv_com_1980_102.txt	1980	1	0	0	-2	0	0	0	0	0	0	1	2	5	1	1	0
t000399	1980/tv_com_1980_103.txt	1980	0	1	0	-2	-1	0	0	0	6	2	4	9	4	0	4	0
t000400	1980/tv_com_1980_104.txt	1980	3	0	-1	-1	-1	-1	1	0	1	1	1	1	3	2	3	0
t000401	1980/tv_com_1980_105.txt	1980	-1	-3	0	0	0	0	0	-1	1	0	3	-1	2	0	2	0
t000402	1980/tv_com_1980_106.txt	1980	5	0	1	-1	0	0	0	0	0	4	1	2	4	0	1	3
t000403	1980/tv_com_1980_107.txt	1980	7	-1	0	0	0	-1	0	0	1	1	3	1	2	1	6	0
t000404	1980/tv_com_1980_108.txt	1980	1	0	-1	0	-1	0	0	1	1	3	5	1	4	2	3	0
t000405	1980/tv_com_1980_109.txt	1980	1	1	0	0	0	-2	0	1	4	1	0	1	-1	1	2	0
t000406	1980/tv_com_1980_110.txt	1980	0	0	0	0	0	0	0	-1	5	7	8	7	5	3	4	0
t000407	1980/tv_com_1980_111.txt	1980	4	0	0	0	0	-1	1	0	1	0	2	8	5	4	4	1
t000408	1980/tv_com_1980_112.txt	1980	1	0	0	0	0	0	0	0	-1	0	2	2	1	0	1	0
t000409	1980/tv_com_1980_114.txt	1980	1	0	0	-1	0	0	0	0	3	1	4	2	2	0	0	0
